OrderID,ProductID,Quantity,ListPrice,Discount,Revenue,Category,Price,CustomerID,Region,TotalPurchaseValue
60,15,1,529.99,0.07,492.8907,3,529.99,92,NY,3831.8547
60,22,1,269.99,0.2,215.99200000000002,1,269.99,92,NY,3831.8547
61,25,1,499.99,0.1,449.99100000000004,2,499.99,1391,NY,8354.7147
61,15,2,529.99,0.05,1006.981,3,529.99,1391,NY,8354.7147
61,5,2,1320.99,0.2,2113.5840000000003,6,1320.99,1391,NY,8354.7147
62,14,1,269.99,0.07,251.0907,3,269.99,956,NY,10243.0097
62,8,2,1799.99,0.1,3239.982,6,1799.99,956,NY,10243.0097
62,22,2,269.99,0.1,485.982,1,269.99,956,NY,10243.0097
63,25,2,499.99,0.1,899.9820000000001,2,499.99,509,NY,2653.073
63,19,2,449.0,0.05,853.0999999999999,3,449.0,509,NY,2653.073
63,3,1,999.99,0.1,899.991,6,999.99,509,NY,2653.073
64,25,2,499.99,0.1,899.9820000000001,2,499.99,776,CA,9907.7071
64,22,2,269.99,0.2,431.98400000000004,1,269.99,776,CA,9907.7071
64,23,2,299.99,0.2,479.98400000000004,1,299.99,776,CA,9907.7071
64,24,2,549.99,0.1,989.9820000000001,2,549.99,776,CA,9907.7071
65,12,1,549.99,0.1,494.99100000000004,3,549.99,35,NY,2915.544
66,2,1,749.99,0.2,599.9920000000001,6,749.99,206,NY,1390.4734
66,23,1,299.99,0.07,278.9907,1,299.99,206,NY,1390.4734
66,12,1,549.99,0.07,511.49069999999995,3,549.99,206,NY,1390.4734
67,23,2,299.99,0.2,479.98400000000004,1,299.99,1105,TX,24637.463799999998
67,12,2,549.99,0.1,989.9820000000001,3,549.99,1105,TX,24637.463799999998
67,21,1,269.99,0.2,215.99200000000002,1,269.99,1105,TX,24637.463799999998
67,5,2,1320.99,0.1,2377.782,6,1320.99,1105,TX,24637.463799999998
67,19,1,449.0,0.2,359.20000000000005,3,449.0,1105,TX,24637.463799999998
68,13,2,269.99,0.07,502.1814,3,269.99,1412,NY,888.2814000000001
68,17,1,429.0,0.1,386.1,3,429.0,1412,NY,888.2814000000001
69,22,2,269.99,0.1,485.982,1,269.99,1026,NY,3014.324
69,5,1,1320.99,0.2,1056.7920000000001,6,1320.99,1026,NY,3014.324
69,10,1,1549.0,0.05,1471.55,4,1549.0,1026,NY,3014.324
70,3,2,999.99,0.05,1899.981,6,999.99,1022,NY,11188.3875
70,18,1,449.0,0.2,359.20000000000005,3,449.0,1022,NY,11188.3875
70,20,1,599.99,0.05,569.9905,3,599.99,1022,NY,11188.3875
71,26,2,599.99,0.05,1139.981,2,599.99,1414,NY,1984.073
71,24,1,549.99,0.2,439.992,2,549.99,1414,NY,1984.073
71,18,1,449.0,0.1,404.1,3,449.0,1414,NY,1984.073
72,17,2,429.0,0.07,797.9399999999999,3,429.0,566,TX,7394.756899999999
72,12,1,549.99,0.05,522.4905,3,549.99,566,TX,7394.756899999999
72,13,2,269.99,0.1,485.982,3,269.99,566,TX,7394.756899999999
73,22,1,269.99,0.07,251.0907,1,269.99,1130,NY,16842.9568
73,26,2,599.99,0.05,1139.981,2,599.99,1130,NY,16842.9568
73,3,2,999.99,0.07,1859.9814,6,999.99,1130,NY,16842.9568
73,25,1,499.99,0.07,464.9907,2,499.99,1130,NY,16842.9568
73,23,2,299.99,0.2,479.98400000000004,1,299.99,1130,NY,16842.9568
74,16,2,599.99,0.05,1139.981,3,599.99,703,CA,1577.0717
74,6,1,469.99,0.07,437.09069999999997,6,469.99,703,CA,1577.0717
75,3,1,999.99,0.1,899.991,6,999.99,402,NY,16705.709899999998
75,7,2,3999.99,0.07,7439.981399999999,6,3999.99,402,NY,16705.709899999998
75,15,1,529.99,0.2,423.992,3,529.99,402,NY,16705.709899999998
76,12,1,549.99,0.05,522.4905,3,549.99,730,TX,5459.8679
76,11,2,1680.99,0.1,3025.782,4,1680.99,730,TX,5459.8679
76,5,1,1320.99,0.07,1228.5207,6,1320.99,730,TX,5459.8679
77,20,1,599.99,0.07,557.9907,3,599.99,162,NY,4460.4012
77,24,2,549.99,0.1,989.9820000000001,2,549.99,162,NY,4460.4012
77,26,1,599.99,0.2,479.992,2,599.99,162,NY,4460.4012
77,25,1,499.99,0.2,399.992,2,499.99,162,NY,4460.4012
78,17,1,429.0,0.07,398.96999999999997,3,429.0,202,NY,19547.2925
78,19,1,449.0,0.2,359.20000000000005,3,449.0,202,NY,19547.2925
78,18,2,449.0,0.1,808.2,3,449.0,202,NY,19547.2925
78,14,2,269.99,0.1,485.982,3,269.99,202,NY,19547.2925
79,9,2,2999.99,0.1,5399.982,5,2999.99,996,NY,7568.0544
79,17,2,429.0,0.05,815.0999999999999,3,429.0,996,NY,7568.0544
79,6,1,469.99,0.1,422.99100000000004,6,469.99,996,NY,7568.0544
79,25,2,499.99,0.07,929.9814,2,499.99,996,NY,7568.0544
80,26,1,599.99,0.1,539.991,2,599.99,270,NY,8365.430699999999
80,24,1,549.99,0.1,494.99100000000004,2,549.99,270,NY,8365.430699999999
80,17,1,429.0,0.2,343.20000000000005,3,429.0,270,NY,8365.430699999999
81,10,2,1549.0,0.2,2478.4,4,1549.0,816,CA,14826.7154
81,23,2,299.99,0.05,569.981,1,299.99,816,CA,14826.7154
81,25,2,499.99,0.05,949.981,2,499.99,816,CA,14826.7154
82,25,2,499.99,0.1,899.9820000000001,2,499.99,1295,NY,5109.5470000000005
82,11,2,1680.99,0.2,2689.5840000000003,4,1680.99,1295,NY,5109.5470000000005
83,20,1,599.99,0.2,479.992,3,599.99,456,NY,6846.6182
83,3,2,999.99,0.05,1899.981,6,999.99,456,NY,6846.6182
84,23,2,299.99,0.07,557.9814,1,299.99,1276,CA,7612.711800000001
84,15,2,529.99,0.07,985.7814,3,529.99,1276,CA,7612.711800000001
85,4,2,2899.99,0.05,5509.981,6,2899.99,1017,CA,9972.3997
85,18,1,449.0,0.07,417.57,3,449.0,1017,CA,9972.3997
86,9,2,2999.99,0.1,5399.982,5,2999.99,296,NY,19564.0746
86,23,2,299.99,0.07,557.9814,1,299.99,296,NY,19564.0746
86,21,2,269.99,0.2,431.98400000000004,1,269.99,296,NY,19564.0746
86,15,1,529.99,0.1,476.99100000000004,3,529.99,296,NY,19564.0746
87,20,2,599.99,0.2,959.984,3,599.99,720,NY,1499.9660000000001
87,23,2,299.99,0.1,539.9820000000001,1,299.99,720,NY,1499.9660000000001
88,10,1,1549.0,0.07,1440.57,4,1549.0,338,NY,13151.919
88,8,2,1799.99,0.1,3239.982,6,1799.99,338,NY,13151.919
88,7,1,3999.99,0.1,3599.991,6,3999.99,338,NY,13151.919
89,5,1,1320.99,0.05,1254.9405,6,1320.99,879,NY,2775.9135
89,6,2,469.99,0.1,845.9820000000001,6,469.99,879,NY,2775.9135
90,3,1,999.99,0.1,899.991,6,999.99,1077,NY,8050.9184
90,6,1,469.99,0.07,437.09069999999997,6,469.99,1077,NY,8050.9184
91,11,1,1680.99,0.1,1512.891,4,1680.99,792,NY,5670.896
91,25,1,499.99,0.05,474.9905,2,499.99,792,NY,5670.896
91,15,2,529.99,0.07,985.7814,3,529.99,792,NY,5670.896
91,13,2,269.99,0.07,502.1814,3,269.99,792,NY,5670.896
92,8,1,1799.99,0.1,1619.991,6,1799.99,217,CA,11635.341999999999
93,22,2,269.99,0.07,502.1814,1,269.99,764,NY,19227.9087
93,17,1,429.0,0.05,407.54999999999995,3,429.0,764,NY,19227.9087
93,21,1,269.99,0.1,242.991,1,269.99,764,NY,19227.9087
93,2,1,749.99,0.2,599.9920000000001,6,749.99,764,NY,19227.9087
93,10,2,1549.0,0.07,2881.14,4,1549.0,764,NY,19227.9087
94,12,1,549.99,0.05,522.4905,3,549.99,188,CA,7167.8559000000005
94,4,1,2899.99,0.2,2319.9919999999997,6,2899.99,188,CA,7167.8559000000005
94,11,1,1680.99,0.2,1344.7920000000001,4,1680.99,188,CA,7167.8559000000005
94,21,2,269.99,0.07,502.1814,1,269.99,188,CA,7167.8559000000005
95,10,2,1549.0,0.2,2478.4,4,1549.0,380,NY,11072.4467
95,19,1,449.0,0.1,404.1,3,449.0,380,NY,11072.4467
95,8,2,1799.99,0.2,2879.9840000000004,6,1799.99,380,NY,11072.4467
95,20,2,599.99,0.05,1139.981,3,599.99,380,NY,11072.4467
96,26,1,599.99,0.1,539.991,2,599.99,493,NY,5095.4184000000005
96,23,1,299.99,0.05,284.9905,1,299.99,493,NY,5095.4184000000005
97,20,2,599.99,0.2,959.984,3,599.99,1065,CA,2813.5587
97,2,1,749.99,0.07,697.4907,6,749.99,1065,CA,2813.5587
97,6,2,469.99,0.2,751.984,6,469.99,1065,CA,2813.5587
97,19,1,449.0,0.1,404.1,3,449.0,1065,CA,2813.5587
98,19,1,449.0,0.07,417.57,3,449.0,1181,NY,10980.1142
98,21,1,269.99,0.1,242.991,1,269.99,1181,NY,10980.1142
98,2,1,749.99,0.2,599.9920000000001,6,749.99,1181,NY,10980.1142
98,22,2,269.99,0.2,431.98400000000004,1,269.99,1181,NY,10980.1142
99,13,1,269.99,0.2,215.99200000000002,3,269.99,15,NY,15224.4029
99,21,1,269.99,0.2,215.99200000000002,1,269.99,15,NY,15224.4029
99,25,2,499.99,0.05,949.981,2,499.99,15,NY,15224.4029
99,7,2,3999.99,0.07,7439.981399999999,6,3999.99,15,NY,15224.4029
99,23,2,299.99,0.2,479.98400000000004,1,299.99,15,NY,15224.4029
100,12,2,549.99,0.05,1044.981,3,549.99,65,NY,12420.713
100,11,2,1680.99,0.1,3025.782,4,1680.99,65,NY,12420.713
100,7,2,3999.99,0.2,6399.984,6,3999.99,65,NY,12420.713
100,16,2,599.99,0.2,959.984,3,599.99,65,NY,12420.713
100,24,2,549.99,0.1,989.9820000000001,2,549.99,65,NY,12420.713
101,12,2,549.99,0.2,879.984,3,549.99,521,NY,7969.6661
102,15,1,529.99,0.05,503.4905,3,529.99,1368,NY,20068.7004
102,22,1,269.99,0.07,251.0907,1,269.99,1368,NY,20068.7004
103,17,1,429.0,0.07,398.96999999999997,3,429.0,1153,CA,8062.1245
103,3,1,999.99,0.05,949.9905,6,999.99,1153,CA,8062.1245
103,18,1,449.0,0.2,359.20000000000005,3,449.0,1153,CA,8062.1245
103,15,2,529.99,0.1,953.9820000000001,3,529.99,1153,CA,8062.1245
103,9,2,2999.99,0.1,5399.982,5,2999.99,1153,CA,8062.1245
104,19,2,449.0,0.1,808.2,3,449.0,648,CA,1378.1905000000002
104,26,1,599.99,0.05,569.9905,2,599.99,648,CA,1378.1905000000002
105,11,2,1680.99,0.2,2689.5840000000003,4,1680.99,1087,CA,10816.590400000001
105,3,1,999.99,0.05,949.9905,6,999.99,1087,CA,10816.590400000001
105,9,1,2999.99,0.05,2849.9905,5,2999.99,1087,CA,10816.590400000001
106,17,1,429.0,0.1,386.1,3,429.0,1163,CA,872.0820000000001
106,13,2,269.99,0.1,485.982,3,269.99,1163,CA,872.0820000000001
107,19,1,449.0,0.2,359.20000000000005,3,449.0,593,NY,1439.173
107,13,2,269.99,0.1,485.982,3,269.99,593,NY,1439.173
108,11,1,1680.99,0.1,1512.891,4,1680.99,392,NY,3155.0534
108,22,2,269.99,0.07,502.1814,1,269.99,392,NY,3155.0534
108,16,2,599.99,0.05,1139.981,3,599.99,392,NY,3155.0534
109,22,2,269.99,0.1,485.982,1,269.99,419,NY,8948.9407
109,6,1,469.99,0.07,437.09069999999997,6,469.99,419,NY,8948.9407
110,14,1,269.99,0.1,242.991,3,269.99,289,TX,7496.610500000001
111,14,1,269.99,0.1,242.991,3,269.99,379,NY,1265.9723999999999
111,12,2,549.99,0.07,1022.9813999999999,3,549.99,379,NY,1265.9723999999999
112,23,2,299.99,0.2,479.98400000000004,1,299.99,231,CA,9240.6728
112,25,2,499.99,0.07,929.9814,2,499.99,231,CA,9240.6728
112,24,2,549.99,0.05,1044.981,2,549.99,231,CA,9240.6728
112,5,1,1320.99,0.2,1056.7920000000001,6,1320.99,231,CA,9240.6728
113,12,2,549.99,0.07,1022.9813999999999,3,549.99,1018,NY,4803.6301
113,24,2,549.99,0.1,989.9820000000001,2,549.99,1018,NY,4803.6301
113,6,1,469.99,0.07,437.09069999999997,6,469.99,1018,NY,4803.6301
113,23,1,299.99,0.2,239.99200000000002,1,299.99,1018,NY,4803.6301
113,5,2,1320.99,0.2,2113.5840000000003,6,1320.99,1018,NY,4803.6301
114,12,1,549.99,0.05,522.4905,3,549.99,41,NY,14001.7561
114,2,1,749.99,0.07,697.4907,6,749.99,41,NY,14001.7561
114,13,2,269.99,0.1,485.982,3,269.99,41,NY,14001.7561
115,22,1,269.99,0.2,215.99200000000002,1,269.99,1052,CA,7082.5555
115,19,1,449.0,0.1,404.1,3,449.0,1052,CA,7082.5555
116,26,1,599.99,0.05,569.9905,2,599.99,135,TX,569.9905
117,22,2,269.99,0.2,431.98400000000004,1,269.99,201,NY,7422.283200000001
117,26,1,599.99,0.05,569.9905,2,599.99,201,NY,7422.283200000001
117,14,1,269.99,0.2,215.99200000000002,3,269.99,201,NY,7422.283200000001
117,19,1,449.0,0.05,426.54999999999995,3,449.0,201,NY,7422.283200000001
118,18,1,449.0,0.07,417.57,3,449.0,780,NY,5909.6148
118,4,1,2899.99,0.07,2696.9907,6,2899.99,780,NY,5909.6148
118,6,1,469.99,0.07,437.09069999999997,6,469.99,780,NY,5909.6148
118,3,2,999.99,0.1,1799.982,6,999.99,780,NY,5909.6148
118,23,2,299.99,0.07,557.9814,1,299.99,780,NY,5909.6148
119,25,1,499.99,0.05,474.9905,2,499.99,930,NY,474.9905
120,13,2,269.99,0.05,512.981,3,269.99,1057,NY,6406.0775
120,6,2,469.99,0.05,892.981,6,469.99,1057,NY,6406.0775
120,10,2,1549.0,0.05,2943.1,4,1549.0,1057,NY,6406.0775
120,17,1,429.0,0.05,407.54999999999995,3,429.0,1057,NY,6406.0775
120,16,2,599.99,0.2,959.984,3,599.99,1057,NY,6406.0775
121,5,1,1320.99,0.2,1056.7920000000001,6,1320.99,1072,TX,9210.7184
121,14,2,269.99,0.1,485.982,3,269.99,1072,TX,9210.7184
121,4,2,2899.99,0.1,5219.982,6,2899.99,1072,TX,9210.7184
121,24,2,549.99,0.07,1022.9813999999999,2,549.99,1072,TX,9210.7184
121,2,2,749.99,0.05,1424.981,6,749.99,1072,TX,9210.7184
122,16,1,599.99,0.1,539.991,3,599.99,503,NY,8362.717099999998
123,12,2,549.99,0.1,989.9820000000001,3,549.99,407,CA,989.9820000000001
124,16,1,599.99,0.05,569.9905,3,599.99,805,NY,28041.378399999998
